Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
5/2/2007;05:38:00;1.538;0.216;240.280;6.400;0.000;2.000;18.000
5/2/2007;05:39:00;1.520;0.214;240.590;6.400;0.000;1.000;18.000
5/2/2007;05:40:00;1.536;0.218;240.310;6.400;0.000;2.000;18.000
5/2/2007;05:41:00;1.502;0.192;240.680;6.200;0.000;1.000;17.000
5/2/2007;05:42:00;1.448;0.086;241.000;6.000;0.000;2.000;18.000
5/2/2007;05:43:00;1.424;0.080;240.670;5.800;0.000;1.000;18.000
5/2/2007;05:44:00;1.432;0.080;239.600;6.000;0.000;1.000;17.000
5/2/2007;05:45:00;1.408;0.074;239.330;5.800;0.000;2.000;18.000
5/2/2007;05:46:00;0.532;0.092;240.550;2.800;0.000;1.000;4.000
5/2/2007;05:47:00;0.354;0.088;240.560;1.600;0.000;2.000;0.000
5/2/2007;05:48:00;0.372;0.092;240.400;1.600;0.000;1.000;0.000
5/2/2007;05:49:00;0.354;0.092;241.370;1.600;0.000;1.000;0.000
5/2/2007;05:50:00;0.378;0.104;242.650;1.600;0.000;2.000;0.000
5/2/2007;05:51:00;0.358;0.102;243.450;1.600;0.000;1.000;0.000
5/2/2007;05:52:00;0.378;0.108;243.610;1.600;0.000;2.000;0.000
5/2/2007;05:53:00;0.358;0.104;243.720;1.600;0.000;1.000;0.000
5/2/2007;05:54:00;0.378;0.110;244.180;1.600;0.000;1.000;0.000
5/2/2007;05:55:00;0.338;0.070;243.440;1.400;0.000;1.000;0.000
5/2/2007;05:56:00;0.306;0.000;243.820;1.400;0.000;1.000;0.000
5/2/2007;05:57:00;0.368;0.070;243.940;1.600;0.000;0.000;0.000
5/2/2007;05:58:00;0.382;0.090;243.880;1.600;0.000;0.000;0.000
5/2/2007;05:59:00;0.366;0.084;243.500;1.600;0.000;0.000;0.000
5/2/2007;06:00:00;0.388;0.084;242.680;1.600;0.000;0.000;0.000
5/2/2007;06:01:00;0.368;0.080;242.680;1.600;0.000;0.000;0.000
5/2/2007;06:02:00;0.384;0.086;242.520;1.600;0.000;1.000;0.000
5/2/2007;06:03:00;0.368;0.088;244.270;1.600;0.000;0.000;0.000
5/2/2007;06:04:00;0.386;0.092;244.010;1.600;0.000;0.000;0.000
5/2/2007;06:05:00;0.376;0.090;244.170;1.600;0.000;0.000;0.000
5/2/2007;06:06:00;0.332;0.000;244.200;1.400;0.000;0.000;0.000
5/2/2007;06:07:00;0.366;0.000;242.740;1.800;0.000;1.000;0.000
5/2/2007;06:08:00;0.400;0.108;241.990;1.800;0.000;0.000;0.000
5/2/2007;06:09:00;0.416;0.114;242.340;1.800;0.000;0.000;0.000
5/2/2007;06:10:00;0.394;0.110;242.480;1.800;0.000;0.000;0.000
5/2/2007;06:11:00;0.414;0.118;242.840;1.800;0.000;0.000;0.000
5/2/2007;06:12:00;0.392;0.110;242.260;1.600;0.000;0.000;0.000
5/2/2007;06:13:00;0.410;0.114;242.280;1.800;0.000;1.000;0.000
5/2/2007;06:14:00;0.390;0.112;242.870;1.600;0.000;0.000;0.000
5/2/2007;06:15:00;0.410;0.120;243.160;1.800;0.000;0.000;0.000
5/2/2007;06:16:00;0.388;0.116;243.420;1.600;0.000;0.000;0.000
5/2/2007;06:17:00;0.406;0.116;242.680;1.800;0.000;0.000;0.000
5/2/2007;06:18:00;0.384;0.110;242.550;1.600;0.000;0.000;0.000
5/2/2007;06:19:00;0.406;0.118;242.990;1.800;0.000;1.000;0.000
5/2/2007;06:20:00;0.368;0.088;243.400;1.600;0.000;0.000;0.000
5/2/2007;06:21:00;0.310;0.000;242.940;1.400;0.000;0.000;0.000
5/2/2007;06:22:00;0.290;0.000;243.250;1.200;0.000;0.000;0.000
5/2/2007;06:23:00;0.308;0.000;242.670;1.400;0.000;0.000;0.000
5/2/2007;06:24:00;0.290;0.000;243.050;1.200;0.000;0.000;0.000
5/2/2007;06:25:00;0.308;0.000;242.510;1.400;0.000;1.000;0.000
5/2/2007;06:26:00;0.288;0.000;242.210;1.200;0.000;0.000;0.000
5/2/2007;06:27:00;0.306;0.000;241.510;1.400;0.000;0.000;0.000
5/2/2007;06:28:00;0.288;0.000;241.820;1.200;0.000;0.000;0.000
5/2/2007;06:29:00;0.310;0.000;242.830;1.400;0.000;0.000;0.000
5/2/2007;06:30:00;0.290;0.000;243.430;1.200;0.000;0.000;0.000
5/2/2007;06:31:00;0.312;0.000;244.380;1.400;0.000;1.000;0.000
5/2/2007;06:32:00;0.292;0.000;244.360;1.200;0.000;0.000;0.000
5/2/2007;06:33:00;0.312;0.000;244.120;1.400;0.000;0.000;0.000
5/2/2007;06:34:00;0.292;0.000;244.660;1.200;0.000;0.000;0.000
5/2/2007;06:35:00;0.312;0.000;243.940;1.400;0.000;0.000;0.000
5/2/2007;06:36:00;0.308;0.000;244.250;1.400;0.000;0.000;0.000
5/2/2007;06:37:00;0.296;0.000;243.990;1.200;0.000;1.000;0.000
5/2/2007;06:38:00;0.310;0.000;243.300;1.400;0.000;0.000;0.000
5/2/2007;06:39:00;0.290;0.000;243.040;1.200;0.000;0.000;0.000
5/2/2007;06:40:00;0.310;0.000;243.460;1.400;0.000;0.000;0.000
5/2/2007;06:41:00;0.290;0.000;244.070;1.200;0.000;0.000;0.000
5/2/2007;06:42:00;0.312;0.000;244.070;1.400;0.000;1.000;0.000
5/2/2007;06:43:00;0.290;0.000;243.930;1.200;0.000;0.000;0.000
5/2/2007;06:44:00;0.382;0.060;243.270;1.800;0.000;0.000;0.000
5/2/2007;06:45:00;0.366;0.084;243.730;1.600;0.000;0.000;0.000
5/2/2007;06:46:00;0.422;0.116;244.020;2.000;0.000;0.000;0.000
5/2/2007;06:47:00;0.478;0.218;243.540;2.200;0.000;0.000;0.000
5/2/2007;06:48:00;0.494;0.224;243.330;2.200;0.000;1.000;0.000
5/2/2007;06:49:00;0.472;0.224;244.380;2.200;0.000;0.000;0.000
5/2/2007;06:50:00;0.486;0.222;243.220;2.200;0.000;0.000;0.000
5/2/2007;06:51:00;0.462;0.216;242.790;2.000;0.000;0.000;0.000
5/2/2007;06:52:00;0.462;0.218;243.090;2.000;0.000;0.000;0.000
5/2/2007;06:53:00;0.462;0.222;243.730;2.000;0.000;0.000;0.000
5/2/2007;06:54:00;0.424;0.166;243.760;1.800;0.000;0.000;0.000
5/2/2007;06:55:00;0.428;0.148;242.730;1.800;0.000;0.000;0.000
5/2/2007;06:56:00;1.818;0.128;240.980;10.400;0.000;0.000;0.000
5/2/2007;06:57:00;5.104;0.090;238.110;21.400;0.000;0.000;0.000
5/2/2007;06:58:00;4.822;0.096;238.890;20.200;0.000;0.000;0.000
5/2/2007;06:59:00;4.514;0.094;238.140;19.000;0.000;0.000;0.000
5/2/2007;07:00:00;1.898;0.046;241.330;7.800;0.000;0.000;0.000
5/2/2007;07:01:00;2.702;0.052;240.740;11.200;0.000;0.000;0.000
5/2/2007;07:02:00;1.952;0.000;240.770;8.600;0.000;0.000;0.000
5/2/2007;07:03:00;1.050;0.000;240.660;4.200;0.000;0.000;0.000
5/2/2007;07:04:00;1.086;0.000;240.450;4.400;0.000;0.000;0.000
5/2/2007;07:05:00;1.120;0.000;241.620;4.600;0.000;0.000;0.000
5/2/2007;07:06:00;1.114;0.000;241.680;4.600;0.000;0.000;0.000
5/2/2007;07:07:00;1.118;0.000;242.150;4.600;0.000;0.000;0.000
5/2/2007;07:08:00;1.116;0.000;242.500;4.600;0.000;0.000;0.000
5/2/2007;07:09:00;1.094;0.000;242.630;4.400;0.000;0.000;0.000
5/2/2007;07:10:00;1.014;0.000;242.470;4.200;0.000;0.000;0.000
5/2/2007;07:11:00;1.010;0.000;242.230;4.200;0.000;0.000;0.000
5/2/2007;07:12:00;1.020;0.000;241.840;4.200;0.000;0.000;0.000
5/2/2007;07:13:00;0.968;0.000;241.720;4.000;0.000;0.000;0.000
5/2/2007;07:14:00;0.966;0.000;240.530;4.000;0.000;0.000;0.000
5/2/2007;07:15:00;1.010;0.000;240.090;4.200;0.000;0.000;0.000
5/2/2007;07:16:00;1.004;0.000;239.340;4.200;0.000;0.000;0.000
5/2/2007;07:17:00;0.998;0.000;238.930;4.200;0.000;0.000;0.000
5/2/2007;07:18:00;0.990;0.000;238.660;4.200;0.000;0.000;0.000
5/2/2007;07:19:00;0.992;0.000;239.150;4.200;0.000;0.000;0.000
5/2/2007;07:20:00;1.052;0.066;238.700;4.400;0.000;0.000;0.000
5/2/2007;07:21:00;1.074;0.114;240.200;4.400;0.000;0.000;0.000
5/2/2007;07:22:00;1.080;0.126;242.500;4.400;0.000;0.000;0.000
5/2/2007;07:23:00;1.082;0.126;242.460;4.400;0.000;0.000;0.000
5/2/2007;07:24:00;1.070;0.124;241.880;4.400;0.000;0.000;0.000
5/2/2007;07:25:00;1.122;0.180;241.280;4.800;0.000;0.000;0.000
5/2/2007;07:26:00;1.182;0.256;241.360;5.000;0.000;0.000;0.000
5/2/2007;07:27:00;1.180;0.258;241.970;5.000;0.000;0.000;0.000
5/2/2007;07:28:00;1.196;0.252;240.910;5.000;0.000;0.000;0.000
5/2/2007;07:29:00;1.224;0.246;240.030;5.200;0.000;0.000;0.000
5/2/2007;07:30:00;1.236;0.246;240.330;5.200;0.000;0.000;0.000
5/2/2007;07:31:00;1.236;0.252;240.910;5.200;0.000;0.000;0.000
5/2/2007;07:32:00;1.234;0.248;240.580;5.200;0.000;0.000;0.000
5/2/2007;07:33:00;1.232;0.252;241.180;5.200;0.000;0.000;0.000
5/2/2007;07:34:00;1.228;0.248;240.430;5.200;0.000;0.000;0.000
5/2/2007;07:35:00;1.284;0.248;240.610;5.400;0.000;0.000;0.000
5/2/2007;07:36:00;1.252;0.142;240.370;5.200;0.000;0.000;0.000
5/2/2007;07:37:00;2.062;0.138;240.440;8.800;0.000;0.000;11.000
5/2/2007;07:38:00;2.376;0.140;241.030;9.800;0.000;0.000;18.000
5/2/2007;07:39:00;2.348;0.082;242.470;9.600;0.000;0.000;19.000
5/2/2007;07:40:00;2.270;0.000;242.060;9.400;0.000;0.000;18.000
5/2/2007;07:41:00;2.304;0.000;242.790;9.400;0.000;0.000;18.000
5/2/2007;07:42:00;2.362;0.000;242.350;9.600;0.000;0.000;18.000
5/2/2007;07:43:00;2.370;0.000;242.760;9.800;0.000;0.000;18.000
5/2/2007;07:44:00;2.336;0.000;242.380;9.600;0.000;0.000;19.000
5/2/2007;07:45:00;2.332;0.000;243.000;9.600;0.000;0.000;18.000
5/2/2007;07:46:00;2.312;0.000;242.510;9.400;0.000;0.000;18.000
5/2/2007;07:47:00;2.316;0.000;242.600;9.600;0.000;0.000;18.000
5/2/2007;07:48:00;2.366;0.000;242.200;9.800;0.000;0.000;18.000
5/2/2007;07:49:00;2.218;0.000;241.340;9.200;0.000;0.000;18.000
5/2/2007;07:50:00;2.328;0.000;240.700;9.600;0.000;0.000;17.000
5/2/2007;07:51:00;2.556;0.000;240.950;10.600;0.000;0.000;18.000
5/2/2007;07:52:00;2.524;0.000;241.670;10.400;0.000;0.000;18.000
5/2/2007;07:53:00;2.450;0.000;241.580;10.000;0.000;0.000;18.000
5/2/2007;07:54:00;2.422;0.000;240.560;10.000;0.000;0.000;18.000
5/2/2007;07:55:00;2.352;0.000;240.200;9.800;0.000;0.000;17.000
5/2/2007;07:56:00;2.384;0.000;239.150;10.000;0.000;0.000;18.000
5/2/2007;07:57:00;2.510;0.000;237.120;10.600;0.000;0.000;17.000
5/2/2007;07:58:00;3.028;0.106;236.940;12.800;0.000;0.000;17.000
5/2/2007;07:59:00;2.860;0.058;237.530;12.000;0.000;1.000;18.000
5/2/2007;08:00:00;2.962;0.056;237.360;12.400;0.000;1.000;17.000
5/2/2007;08:01:00;3.132;0.052;236.600;13.200;0.000;2.000;17.000
5/2/2007;08:02:00;3.068;0.080;236.690;12.800;0.000;1.000;17.000
5/2/2007;08:03:00;2.928;0.064;237.050;12.200;0.000;1.000;18.000
5/2/2007;08:04:00;2.818;0.158;236.920;11.800;0.000;2.000;17.000
5/2/2007;08:05:00;2.810;0.240;237.070;11.800;0.000;1.000;17.000
5/2/2007;08:06:00;2.320;0.300;237.880;9.800;0.000;1.000;17.000
5/2/2007;08:07:00;2.158;0.450;237.500;9.200;0.000;2.000;18.000
5/2/2007;08:08:00;2.068;0.498;238.310;8.800;0.000;1.000;17.000
5/2/2007;08:09:00;2.678;0.386;238.760;11.200;0.000;2.000;18.000
5/2/2007;08:10:00;2.948;0.304;238.640;12.400;0.000;1.000;17.000
5/2/2007;08:11:00;3.054;0.306;239.130;12.800;0.000;1.000;18.000
5/2/2007;08:12:00;2.704;0.304;238.760;11.400;0.000;2.000;17.000
5/2/2007;08:13:00;2.210;0.314;240.190;9.200;0.000;1.000;18.000
5/2/2007;08:14:00;2.220;0.320;240.960;9.200;0.000;1.000;18.000
5/2/2007;08:15:00;2.216;0.318;240.930;9.200;0.000;2.000;17.000
5/2/2007;08:16:00;2.040;0.360;240.800;8.600;0.000;1.000;18.000
5/2/2007;08:17:00;2.062;0.334;240.110;8.600;1.000;1.000;18.000
5/2/2007;08:18:00;3.790;0.264;238.680;16.400;25.000;1.000;17.000
5/2/2007;08:19:00;4.486;0.182;237.580;18.800;38.000;2.000;18.000
5/2/2007;08:20:00;4.210;0.186;237.100;17.600;38.000;1.000;17.000
5/2/2007;08:21:00;4.080;0.186;236.830;17.200;38.000;1.000;17.000
5/2/2007;08:22:00;3.880;0.184;236.620;16.400;38.000;1.000;17.000
5/2/2007;08:23:00;3.910;0.186;237.380;16.400;37.000;1.000;17.000
5/2/2007;08:24:00;3.918;0.130;238.580;16.400;39.000;2.000;18.000
5/2/2007;08:25:00;3.964;0.088;238.300;16.600;38.000;1.000;17.000
5/2/2007;08:26:00;4.028;0.096;238.300;16.800;38.000;1.000;18.000
5/2/2007;08:27:00;4.246;0.108;239.030;17.600;38.000;1.000;17.000
5/2/2007;08:28:00;4.234;0.106;238.790;17.600;38.000;1.000;18.000
5/2/2007;08:29:00;3.458;0.000;239.210;15.000;28.000;1.000;17.000
5/2/2007;08:30:00;1.990;0.000;240.980;8.200;1.000;0.000;18.000
5/2/2007;08:31:00;2.138;0.000;241.110;8.800;1.000;0.000;18.000
5/2/2007;08:32:00;2.712;0.000;239.750;12.000;9.000;0.000;18.000
5/2/2007;08:33:00;4.298;0.000;237.560;18.000;38.000;0.000;17.000
5/2/2007;08:34:00;3.914;0.000;236.700;16.800;34.000;0.000;17.000
5/2/2007;08:35:00;2.470;0.000;237.400;10.600;1.000;0.000;17.000
5/2/2007;08:36:00;2.870;0.000;236.300;12.400;1.000;0.000;17.000
5/2/2007;08:37:00;2.780;0.000;236.880;12.400;10.000;0.000;18.000
5/2/2007;08:38:00;4.224;0.000;235.630;17.800;38.000;0.000;17.000
5/2/2007;08:39:00;4.232;0.000;235.640;17.800;37.000;0.000;17.000
5/2/2007;08:40:00;4.234;0.000;235.810;17.800;37.000;0.000;17.000
5/2/2007;08:41:00;4.256;0.000;236.750;17.800;37.000;0.000;17.000
5/2/2007;08:42:00;4.248;0.000;236.150;18.000;38.000;0.000;17.000
5/2/2007;08:43:00;4.314;0.102;235.320;18.200;37.000;0.000;17.000
5/2/2007;08:44:00;4.298;0.100;235.150;18.200;36.000;0.000;17.000
5/2/2007;08:45:00;4.216;0.100;234.890;17.800;37.000;0.000;17.000
5/2/2007;08:46:00;4.130;0.102;235.140;17.400;37.000;0.000;17.000
5/2/2007;08:47:00;3.676;0.108;235.840;16.000;31.000;0.000;17.000
5/2/2007;08:48:00;1.466;0.142;238.560;6.200;1.000;0.000;17.000
5/2/2007;08:49:00;1.630;0.132;239.810;6.800;0.000;0.000;18.000
5/2/2007;08:50:00;1.654;0.138;240.620;6.800;0.000;0.000;18.000
5/2/2007;08:51:00;1.666;0.146;240.520;6.800;1.000;0.000;17.000
5/2/2007;08:52:00;1.642;0.116;240.660;6.800;0.000;0.000;18.000
5/2/2007;08:53:00;1.634;0.114;240.280;6.800;0.000;0.000;18.000
5/2/2007;08:54:00;1.598;0.108;239.720;6.600;0.000;0.000;18.000
5/2/2007;08:55:00;1.668;0.176;239.890;7.000;0.000;0.000;17.000
5/2/2007;08:56:00;1.730;0.210;239.620;7.200;0.000;0.000;18.000
5/2/2007;08:57:00;1.682;0.136;240.240;7.000;0.000;0.000;17.000
5/2/2007;08:58:00;1.580;0.080;239.980;6.600;0.000;0.000;18.000
5/2/2007;08:59:00;1.570;0.078;239.590;6.400;0.000;0.000;18.000
5/2/2007;09:00:00;1.562;0.078;239.600;6.400;0.000;0.000;17.000
5/2/2007;09:01:00;1.374;0.078;238.720;5.600;0.000;0.000;18.000
5/2/2007;09:02:00;1.378;0.078;238.800;5.800;0.000;0.000;17.000
5/2/2007;09:03:00;1.384;0.080;239.480;5.800;0.000;0.000;18.000
5/2/2007;09:04:00;1.378;0.080;239.310;5.600;0.000;0.000;17.000
5/2/2007;09:05:00;1.386;0.084;240.100;5.800;0.000;0.000;18.000
5/2/2007;09:06:00;1.378;0.080;239.390;5.600;0.000;0.000;18.000
5/2/2007;09:07:00;1.384;0.082;239.470;5.800;0.000;0.000;17.000
5/2/2007;09:08:00;1.382;0.080;239.140;5.800;0.000;0.000;18.000
5/2/2007;09:09:00;1.374;0.078;238.490;5.800;0.000;0.000;17.000
5/2/2007;09:10:00;1.360;0.058;238.470;5.600;0.000;0.000;18.000
5/2/2007;09:11:00;1.308;0.000;238.580;5.400;0.000;0.000;17.000
5/2/2007;09:12:00;1.302;0.000;237.870;5.400;0.000;0.000;17.000
5/2/2007;09:13:00;1.302;0.000;237.940;5.400;0.000;0.000;18.000
5/2/2007;09:14:00;1.302;0.000;238.060;5.400;0.000;0.000;17.000
5/2/2007;09:15:00;1.306;0.000;238.240;5.400;0.000;0.000;17.000
5/2/2007;09:16:00;1.304;0.000;238.310;5.400;0.000;0.000;18.000
5/2/2007;09:17:00;1.294;0.000;237.730;5.400;0.000;0.000;17.000
5/2/2007;09:18:00;1.294;0.000;237.890;5.400;0.000;0.000;18.000
5/2/2007;09:19:00;1.294;0.000;237.850;5.400;0.000;0.000;17.000
5/2/2007;09:20:00;1.290;0.000;237.450;5.400;0.000;0.000;17.000
5/2/2007;09:21:00;1.332;0.000;238.250;5.600;0.000;0.000;18.000
5/2/2007;09:22:00;1.422;0.108;239.040;5.800;0.000;0.000;17.000
5/2/2007;09:23:00;1.422;0.110;239.190;5.800;0.000;0.000;18.000
5/2/2007;09:24:00;1.416;0.108;238.750;5.800;0.000;0.000;17.000
5/2/2007;09:25:00;1.404;0.104;237.850;5.800;0.000;0.000;17.000
5/2/2007;09:26:00;1.396;0.102;237.380;5.800;0.000;0.000;18.000
5/2/2007;09:27:00;1.406;0.108;238.470;5.800;0.000;0.000;17.000
5/2/2007;09:28:00;1.398;0.104;237.770;5.800;0.000;0.000;17.000
5/2/2007;09:29:00;1.398;0.104;237.970;5.800;0.000;0.000;18.000
5/2/2007;09:30:00;1.394;0.106;238.060;5.800;0.000;0.000;17.000
5/2/2007;09:31:00;1.394;0.106;238.270;5.800;0.000;0.000;18.000
5/2/2007;09:32:00;1.390;0.104;238.130;5.800;0.000;0.000;17.000
5/2/2007;09:33:00;1.394;0.106;238.470;5.800;0.000;0.000;17.000
5/2/2007;09:34:00;1.392;0.106;238.320;5.800;0.000;0.000;18.000
5/2/2007;09:35:00;1.388;0.104;238.080;5.800;0.000;0.000;17.000
5/2/2007;09:36:00;1.330;0.000;238.260;5.600;0.000;0.000;18.000
5/2/2007;09:37:00;1.302;0.000;238.220;5.400;0.000;0.000;17.000
5/2/2007;09:38:00;1.304;0.000;238.060;5.400;0.000;0.000;17.000
5/2/2007;09:39:00;1.312;0.000;238.910;5.400;0.000;0.000;18.000
5/2/2007;09:40:00;1.302;0.000;237.990;5.400;0.000;0.000;17.000
5/2/2007;09:41:00;1.298;0.000;237.650;5.400;0.000;0.000;18.000
5/2/2007;09:42:00;1.378;0.052;238.310;5.800;0.000;0.000;17.000
5/2/2007;09:43:00;1.380;0.078;238.500;5.800;0.000;0.000;17.000
5/2/2007;09:44:00;1.390;0.082;239.770;5.800;0.000;0.000;18.000
5/2/2007;09:45:00;1.384;0.080;239.190;5.800;0.000;0.000;18.000
5/2/2007;09:46:00;1.378;0.078;238.650;5.800;0.000;0.000;17.000
5/2/2007;09:47:00;1.366;0.074;237.720;5.600;0.000;0.000;17.000
5/2/2007;09:48:00;1.368;0.076;238.150;5.600;0.000;0.000;18.000
5/2/2007;09:49:00;1.374;0.078;238.720;5.600;0.000;0.000;17.000
5/2/2007;09:50:00;1.370;0.076;238.410;5.600;0.000;0.000;18.000
5/2/2007;09:51:00;1.366;0.076;238.270;5.600;0.000;0.000;17.000
5/2/2007;09:52:00;1.380;0.080;239.090;5.800;0.000;0.000;18.000
5/2/2007;09:53:00;1.372;0.078;238.290;5.600;0.000;0.000;17.000
5/2/2007;09:54:00;1.366;0.076;237.770;5.600;0.000;0.000;17.000
5/2/2007;09:55:00;1.364;0.074;237.500;5.600;0.000;0.000;18.000
5/2/2007;09:56:00;1.334;0.000;237.850;5.600;0.000;0.000;17.000
5/2/2007;09:57:00;1.306;0.000;238.880;5.400;0.000;0.000;17.000
5/2/2007;09:58:00;1.306;0.000;238.890;5.400;0.000;0.000;18.000
5/2/2007;09:59:00;1.290;0.000;237.470;5.400;0.000;0.000;17.000
5/2/2007;10:00:00;1.332;0.000;237.490;5.600;0.000;0.000;17.000
5/2/2007;10:01:00;1.402;0.104;237.690;5.800;0.000;0.000;18.000
5/2/2007;10:02:00;1.404;0.106;238.130;5.800;0.000;0.000;17.000
5/2/2007;10:03:00;1.406;0.108;238.590;5.800;0.000;0.000;18.000
5/2/2007;10:04:00;1.404;0.108;238.550;5.800;0.000;0.000;17.000
5/2/2007;10:05:00;1.396;0.104;237.890;5.800;0.000;0.000;17.000
5/2/2007;10:06:00;1.392;0.102;237.730;5.800;0.000;0.000;18.000
5/2/2007;10:07:00;1.396;0.104;237.670;5.800;0.000;0.000;17.000
5/2/2007;10:08:00;1.390;0.100;237.040;5.800;0.000;0.000;17.000
5/2/2007;10:09:00;1.392;0.102;237.410;5.800;0.000;0.000;18.000
5/2/2007;10:10:00;1.394;0.106;238.250;5.800;0.000;0.000;17.000
5/2/2007;10:11:00;1.390;0.104;237.890;5.800;0.000;0.000;17.000
5/2/2007;10:12:00;1.390;0.104;237.990;5.800;0.000;0.000;18.000
5/2/2007;10:13:00;1.382;0.100;237.280;5.800;0.000;0.000;17.000
5/2/2007;10:14:00;1.384;0.102;237.560;5.800;0.000;0.000;17.000
5/2/2007;10:15:00;1.334;0.000;238.160;5.600;0.000;0.000;18.000
5/2/2007;10:16:00;1.300;0.000;238.250;5.400;0.000;0.000;17.000
5/2/2007;10:17:00;1.290;0.000;237.310;5.400;0.000;0.000;17.000
5/2/2007;10:18:00;1.294;0.000;237.710;5.400;0.000;0.000;18.000
5/2/2007;10:19:00;1.286;0.000;236.880;5.400;0.000;0.000;17.000
5/2/2007;10:20:00;1.280;0.000;236.420;5.400;0.000;0.000;17.000
5/2/2007;10:21:00;1.282;0.000;236.550;5.400;0.000;0.000;17.000
5/2/2007;10:22:00;1.286;0.000;236.530;5.400;0.000;0.000;17.000
5/2/2007;10:23:00;1.290;0.000;236.620;5.400;0.000;0.000;17.000
5/2/2007;10:24:00;1.290;0.000;236.970;5.400;0.000;0.000;18.000
5/2/2007;10:25:00;1.284;0.000;236.780;5.400;0.000;0.000;17.000
5/2/2007;10:26:00;1.286;0.000;236.880;5.400;0.000;0.000;17.000
5/2/2007;10:27:00;1.282;0.000;236.560;5.400;0.000;0.000;17.000
5/2/2007;10:28:00;1.346;0.000;236.880;5.600;0.000;0.000;17.000
5/2/2007;10:29:00;1.364;0.072;237.270;5.600;0.000;0.000;18.000
5/2/2007;10:30:00;1.360;0.072;236.890;5.600;0.000;0.000;17.000
5/2/2007;10:31:00;1.364;0.074;237.340;5.600;0.000;0.000;17.000
5/2/2007;10:32:00;1.390;0.096;236.850;5.800;0.000;0.000;17.000
5/2/2007;10:33:00;1.436;0.190;236.730;6.000;0.000;0.000;17.000
5/2/2007;10:34:00;1.440;0.192;237.100;6.000;0.000;1.000;18.000
5/2/2007;10:35:00;1.426;0.186;236.030;6.000;0.000;2.000;17.000
5/2/2007;10:36:00;1.426;0.186;236.160;6.000;0.000;1.000;17.000
5/2/2007;10:37:00;1.440;0.190;236.900;6.000;0.000;1.000;17.000
5/2/2007;10:38:00;1.450;0.194;237.630;6.000;0.000;2.000;17.000
5/2/2007;10:39:00;1.470;0.212;236.840;6.200;0.000;1.000;17.000
5/2/2007;10:40:00;1.542;0.314;236.220;6.600;0.000;2.000;18.000
5/2/2007;10:41:00;1.526;0.306;236.070;6.600;0.000;1.000;17.000
5/2/2007;10:42:00;1.462;0.214;236.200;6.200;0.000;1.000;17.000
5/2/2007;10:43:00;1.454;0.212;235.770;6.200;0.000;2.000;17.000
5/2/2007;10:44:00;1.462;0.216;236.580;6.200;0.000;1.000;17.000
5/2/2007;10:45:00;1.458;0.216;236.420;6.200;0.000;1.000;17.000
5/2/2007;10:46:00;1.450;0.212;235.820;6.200;0.000;2.000;17.000
5/2/2007;10:47:00;1.444;0.210;235.590;6.200;0.000;1.000;17.000
5/2/2007;10:48:00;1.452;0.216;236.460;6.200;0.000;1.000;17.000
5/2/2007;10:49:00;1.448;0.214;236.320;6.200;0.000;2.000;17.000
5/2/2007;10:50:00;1.442;0.212;235.970;6.200;0.000;1.000;17.000
5/2/2007;10:51:00;1.446;0.214;236.340;6.200;0.000;1.000;18.000
5/2/2007;10:52:00;1.450;0.216;236.550;6.200;0.000;1.000;17.000
5/2/2007;10:53:00;1.444;0.212;235.750;6.200;0.000;2.000;17.000
5/2/2007;10:54:00;1.380;0.122;236.030;5.800;0.000;1.000;17.000
5/2/2007;10:55:00;1.360;0.088;236.580;5.600;0.000;1.000;17.000
5/2/2007;10:56:00;1.352;0.086;235.830;5.600;0.000;1.000;17.000
5/2/2007;10:57:00;1.350;0.084;235.750;5.600;0.000;1.000;17.000
5/2/2007;10:58:00;0.732;0.092;236.040;3.800;0.000;2.000;8.000
5/2/2007;10:59:00;0.316;0.094;235.570;1.400;0.000;1.000;0.000
5/2/2007;11:00:00;0.316;0.094;235.640;1.400;0.000;1.000;0.000
5/2/2007;11:01:00;0.316;0.092;235.260;1.400;0.000;1.000;0.000
5/2/2007;11:02:00;0.308;0.080;235.030;1.400;0.000;1.000;0.000
5/2/2007;11:03:00;0.246;0.000;236.060;1.000;0.000;0.000;0.000
5/2/2007;11:04:00;0.248;0.000;236.990;1.000;0.000;0.000;0.000
5/2/2007;11:05:00;0.246;0.000;236.190;1.000;0.000;0.000;0.000
5/2/2007;11:06:00;0.248;0.000;236.510;1.000;0.000;0.000;0.000
5/2/2007;11:07:00;0.252;0.000;236.930;1.000;0.000;0.000;0.000
5/2/2007;11:08:00;0.256;0.000;237.440;1.000;0.000;0.000;0.000
5/2/2007;11:09:00;0.256;0.000;237.940;1.000;0.000;0.000;0.000
5/2/2007;11:10:00;0.256;0.000;238.140;1.000;0.000;0.000;0.000
5/2/2007;11:11:00;0.256;0.000;237.710;1.000;0.000;0.000;0.000
5/2/2007;11:12:00;0.254;0.000;236.750;1.000;0.000;0.000;0.000
5/2/2007;11:13:00;0.254;0.000;236.950;1.000;0.000;0.000;0.000
5/2/2007;11:14:00;0.328;0.060;237.780;1.600;0.000;0.000;0.000
5/2/2007;11:15:00;0.330;0.086;237.780;1.400;0.000;0.000;0.000
5/2/2007;11:16:00;0.332;0.088;238.220;1.400;0.000;0.000;0.000
